source,text,created_at
Twitter for iPhone,'Clinton Ally Aided Campaign of FBI Official’s Wife' https://t.co/U0w99gfyKE,10-24-2016 02:25:05
Twitter for iPhone,'Clinton Charity Got Up To $56 Million From Nations That Are Anti-Women Gays' #CrookedHillaryhttps://t.co/eHsuBdi8XM,10-24-2016 00:07:47
Twitter for iPhone,Thank you Naples Florida! Get out and VOTE #TrumpPence16 on 11/8. Lets #MakeAmericaGreatAgain! Full Naples rally… https://t.co/5ZbteSJ00K,10-24-2016 00:05:36
Twitter for Android,The attack on Mosul is turning out to be a total disaster. We gave them months of notice. U.S. is looking so dumb. VOTE TRUMP and WIN AGAIN!,10-23-2016 23:40:14
Twitter for iPhone,#CrookedHillary #PayToPlay https://t.co/BT1Nv0ZMYg,10-23-2016 19:08:42
Twitter for iPhone,Join me in Naples Florida this evening at 6:00pm! Tickets: https://t.co/Oax06JVzv1 https://t.co/g9LBxI1dJ8,10-23-2016 17:56:43
Twitter for iPhone,Remember - get out on November 8th &amp; VOTE #TrumpPence16. It is time to #DrainTheSwamp -- this is our last chance! https://t.co/bnGcJUt7UL,10-23-2016 16:34:32
Twitter for iPhone,Former Prosecutor: The Clintons Are So Corrupt Everything ‘They Touch Turns To Molten Lead’ https://t.co/5Eyfi092vn,10-23-2016 16:30:03
Twitter for iPhone,Thank you Las Vegas Review Journal! EDITORIAL: 'Donald Trump for president' https://t.co/uH5GH7Bhe0 via @reviewjournal,10-23-2016 16:23:50
Twitter for Android,Well Iran has done it again. Taken two of our people and asking for a fortune for their release. This doesn't happen if I'm president!,10-23-2016 14:04:01
Twitter for Android,"If you can't run your own house you certainly can't run the White House" A statement made by Mrs. Obama about Crooked Hillary Clinton,10-23-2016 12:53:51
Twitter for iPhone,Thank you for the massive turnout tonight- Cleveland Ohio! Get out &amp; VOTE #TrumpPence16 on 11/8.Watch rally here:… https://t.co/XuJZeJwSGk,10-23-2016 03:00:32
Twitter for iPhone,WikiLeaks: 'Clinton-Kaine Even Lied About Timing of Veep Pick'https://t.co/e1NVdpSfNr,10-23-2016 02:26:32
Twitter for iPhone,'Trump lays out policies for first 100 days in White House'https://t.co/OrwOIFJuSz,10-23-2016 02:21:32
Twitter for iPhone,'Huma Abedin told Clinton her secret email account caused problems'https://t.co/i4zN2QzKnf,10-23-2016 02:05:01
Twitter for iPhone,Just arrived in Cleveland Ohio- join Governor @Mike_Pence and I now LIVE via: https://t.co/SS58ChFTNy,10-22-2016 23:08:25
Twitter for iPhone,Hillary Clinton: 'Architect of failure'#DrainTheSwamp #CrookedHillaryhttps://t.co/b5HqsGrc7N,10-22-2016 21:34:44
Twitter for iPhone,Unbelievable crowd of supporters in Virginia Beach Virginia. Thank you! Next stop - Cleveland Ohio.… https://t.co/CN3sdX5ft1,10-22-2016 21:09:56
Twitter for iPhone,In order to #DrainTheSwamp &amp; create a new GOVERNMENT of by &amp; for the PEOPLE I need your VOTE! Go to https://t.co/HfihPERFgZ- LET'S #MAGA!,10-22-2016 19:54:40
Twitter for iPhone,Today I introduced my Contract with the American Voter - our economy will be STRONG &amp; our people will be SAFE.… https://t.co/Sa6XUfueU4,10-22-2016 18:40:31
Twitter for iPhone,Change has to come from outside our very broken system. #MAGA https://t.co/OH9Lvo3R7K,10-22-2016 18:18:43
Twitter for iPhone,Crooked Hillary Clinton Tops Middle East Forum’s ‘Islamist Money List'https://t.co/JC25rNtx6G,10-22-2016 17:54:11
Twitter for iPhone,Thank you Gettysburg Pennsylvania! #DrainTheSwamp https://t.co/jWgLcxDji7,10-22-2016 17:49:56
Twitter for iPhone,Landing in Pennsylvania now. Great new poll this morning thank you. Lets #DrainTheSwamp and #MakeAmericaGreatAgain… https://t.co/BV2RFavG84,10-22-2016 14:20:56
Twitter for iPhone,Will be in Cleveland Ohio w/ @mike_pence tonight- join us: https://t.co/hre7FofPxQNaples Florida-tomorrow @ 6pm: https://t.co/Oax06JVzv1,10-22-2016 14:01:18
Twitter for Android,"@AZTRUMPTRAIN: I #Voted for DonaldTrump! #Arizona ☉ #Economy #Immigration #Jobs #Veterans #BorderControl #Trade… https://t.co/0BJk9BwkfW",10-22-2016 11:37:58
Twitter for Android,"@jensen4law: Best way to pay Hillary back for what she did to @BernieSanders #DNCleak is a DonaldTrump LANDSLIDE https://t.co/Ha8o5wCyGh",10-22-2016 11:35:18
Twitter for Android,The media refuses to talk about the three new national polls that have me in first place. Biggest crowds ever - watch what happens!,10-22-2016 03:33:54
Twitter for Android,Just returned from Pennsylvania where we will be bringing back their jobs. Amazing crowd. Will be going back tomorrow to Gettysburg!,10-22-2016 03:23:34
Twitter for iPhone,Governor @Mike_Pence and I will be in Cleveland Ohio tomorrow night at 7pm - join us! #MAGATickets:… https://t.co/kfJv5Po0x6,10-22-2016 02:41:07
Twitter for iPhone,Thank you to the great crowd of supporters in Newtown Pennsylvania. Get out &amp; VOTE on 11/8/16. Lets #MAGA! Watch:… https://t.co/eb6XuMlbFW,10-22-2016 00:58:02
Twitter for iPhone,#CrookedHillary sending U.S. intelligence info. to Podesta’s hacked email is ‘unquestionably an OPSEC violation’ https://t.co/z58aeo4CO7,10-21-2016 22:50:00
Twitter for iPhone,WikiLeaks reveals Clinton camp’s work with ‘VERY friendly and malleable reporters’ #DrainTheSwamp #CrookedHillaryhttps://t.co/bcYLslrxi0,10-21-2016 22:46:37
Twitter for iPhone,Donna Brazile Shreds Obama Economy - Acting DNC chair says 'people are more in despair about how things are' https://t.co/LQNbISSoX0,10-21-2016 22:36:04
Twitter for iPhone,"{Crooked Hillary Clinton} created this mess and she knows it." #DrainTheSwamp https://t.co/3cBNYjl5CD https://t.co/sjwkuq3nkk,10-21-2016 22:30:14
Twitter for iPhone,'Clinton Campaign And Harry Reid Worked With New York Times To Smear State Dept Watchdog'Time to #DrainTheSwamp! https://t.co/0VDdGdpCTg,10-21-2016 22:14:47
Twitter for iPhone,VERY IRONIC: "In 2010 video Clinton lectured underlings on cybersecurity and guarding ‘sensitive information’" https://t.co/dL7VDMqSLy,10-21-2016 22:10:57
Twitter for iPhone,Great crowd in Johnstown Pennsylvania- thank you. Get out &amp; VOTE on 11/8! Watch the MOVEMENT in PA. this afternoon… https://t.co/DUMlbSkVeY,10-21-2016 21:07:54
Twitter for iPhone,A top Clinton Foundation official said he could name “500 different examples” of conflicts of interest. https://t.co/rtWhdYOyq7,10-21-2016 18:58:20
Twitter for iPhone,#CrookedHillary “was at center of negotiating $12M commitment from King Mohammed VI of Morocco” to Clinton Fdn. https://t.co/HWOQ7jQWY2,10-21-2016 18:54:00
Twitter for iPhone,Great crowd in Fletcher North Carolina- thank you! Heading to Johnstown Pennsylvania now! Get out on November 8th… https://t.co/IG5KhKIz3W,10-21-2016 17:43:39
Twitter for Android,The results are in on the final debate and it is almost unanimous I WON! Thank you these are very exciting times.,10-21-2016 17:34:35
Twitter for iPhone,Huma calls it a "MESS" the rest of us call it CORRUPT! WikiLeaks catches Crooked in the act - again.#DrainTheSwamp https://t.co/juvdLIJPWu,10-21-2016 15:23:39
Twitter for iPhone,Hillary &amp; Obama's Broken Promises. #RepealObamacare https://t.co/oz24r2xW7G,10-20-2016 22:08:15
Twitter for iPhone,In addition to those without health coverage- those that have disastrous #Obamacare are seeing MASSIVE PREMIUM INCR… https://t.co/J7ldXmUmJm,10-20-2016 21:59:48
Twitter Web Client,When Obama took office in 2009 employer-provided premiums cost $13375. Today they are $18142. Thanks Obama.,10-20-2016 20:52:15
Twitter for iPhone,Crooked Hillary promised 200k jobs in NY and FAILED. We'll create 25M jobs when I'm president and I will DELIVER! https://t.co/NgyCkEH7Xn,10-20-2016 20:30:01
Twitter for iPhone,Crooked took MILLIONS from oppressive ME countries. Will she give the $$$ back? Probably not. Don't forget her slog… https://t.co/esLgql0Gg8,10-20-2016 20:26:01
Twitter for iPhone,'Trump won the third debate'https://t.co/Wh52fyLNRz,10-20-2016 20:06:18
Twitter for iPhone,UPCOMING RALLIES - JOIN ME!TOMORROWFletcher NC @ 12pm. https://t.co/uASvA4Gd4rSATURDAYCleveland OH @ 7pm. https://t.co/hre7Foxqpo,10-20-2016 19:51:59
Twitter for iPhone,#ICYMI - OHIO RALLY!Watch here: https://t.co/0qAjfOcu6Y https://t.co/fpShHiXI31,10-20-2016 19:51:39
Twitter for iPhone,On behalf of the entire family we would truly be honored to have your vote! Let's #MakeAmericaGreatAgain #EarlyVote https://t.co/tv7ihuvmfS,10-20-2016 19:27:22
Twitter for iPhone,Want access to Crooked Hillary? Don't forget - it's going to cost you!#DrainTheSwamp #PayToPlay https://t.co/qjMBZkEnK9,10-20-2016 18:25:34
Twitter for iPhone,Thank you Delaware County Ohio! Remember- either we WIN this election or we are going to LOSE this country!… https://t.co/ntDRTzYOqi,10-20-2016 17:33:10
Twitter for iPhone,If elected POTUS - I will stop RADICAL ISLAMIC TERRORISM in this country! In order to do this we need to… https://t.co/45Vyk6z18m,10-20-2016 15:52:38
Twitter for Android,Why didn't Hillary Clinton announce that she was inappropriately given the debate questions - she secretly used them! Crooked Hillary.,10-20-2016 14:55:50
Twitter for iPhone,Thank you America! #MAGARasmussen National PollDonald Trump 43%Hillary Clinton 40% https://t.co/n4eZ3qpcjg,10-20-2016 13:27:41
Twitter for iPhone,Just landed in Ohio. Thank you America- I am honored to win the final debate for our MOVEMENT. It is time to… https://t.co/ivdjRzL6wZ,10-20-2016 07:14:05
Twitter for iPhone,Totally dishonest Donna Brazile chokes on the truth. Highly illegal! Watch: https://t.co/Rs5brj31bA https://t.co/FYoRo6MUjX,10-20-2016 04:27:27
Twitter for iPhone,The Washington Times Presidential Debate Poll:TRUMP 77% (18290)CLINTON 17% (4100)#DrainTheSwamp #Debate https://t.co/wsgsf5nv6H,10-20-2016 04:18:06
Twitter for iPhone,Join the MOVEMENT to #MAGA!https://t.co/3KWOl2ibaW https://t.co/V84qfN4oz1,10-20-2016 04:10:06
Twitter for iPhone,Great poll - thank you America! Once we #DrainTheSwamp together we will #MAGA🇺🇸#Debate https://t.co/SvcjmrsHKD,10-20-2016 04:06:44
Twitter for Android,That was really exciting. Made all of my points. MAKE AMERICA GREAT AGAIN!,10-20-2016 02:59:26
Twitter for iPhone,Join my team over on my Facebook page- live now! #Debateshttps://t.co/vpDVQfO58A https://t.co/5v1tWzHrxq,10-20-2016 02:51:39
Twitter for iPhone,The era of division is coming to an end. We will create a new future of #AmericanUnity. First we need to… https://t.co/mZUFP24Bgh,10-20-2016 02:47:21
Twitter Web Client,We cannot take four more years of Barack Obama and that’s what you’ll get if you vote for Hillary. #BigLeagueTruth,10-20-2016 02:40:23
Twitter Web Client,I started this campaign to Make America Great Again. That’s what I’m going to do. #MAGA #debate,10-20-2016 02:39:25
Twitter for iPhone,HILLARY'S HEALTH CARE POLICIES#DrainTheSwamp #Debate https://t.co/t1Sr8dk2Xi,10-20-2016 02:34:01
Twitter for iPhone,We have to repeal &amp; replace #Obamacare! Look at what is doing to people! #DrainTheSwamp https://t.co/fsv7P11mWV,10-20-2016 02:32:57
Twitter Web Client,.@realDonaldTrump is going to cut taxes BIG LEAGUE -- Crooked is going to raise taxes BIG LEAGUE! #DrainTheSwamp… https://t.co/41X9Qjy0RJ,10-20-2016 02:32:37
Twitter Web Client,ISIS has infiltrated countries all over Europe by posing as refugees and @HillaryClinton will allow it to happen h… https://t.co/MmeW2qsTQh,10-20-2016 02:31:45
Twitter for iPhone,The economy cannot take four more years of these same failed policies.#BigLeagueTruth #DrainTheSwamp https://t.co/o8g2E5xXy6,10-20-2016 02:31:07
Twitter for iPhone,Together we can save American JOBS American LIVES and AMERICAN FUTURES! #Debates https://t.co/2Yfd0Omn4X,10-20-2016 02:29:29
Twitter Web Client,USA has the greatest business people in the world but we let political hacks negotiate our deals. We need change! #BigLeagueTruth #Debate,10-20-2016 02:28:17
Twitter for iPhone,I WILL DEFEAT ISIS. THEY HAVE BEEN AROUND TOO LONG! What has our leadership been doing?#DrainTheSwamp https://t.co/tU0iW3Gi9v,10-20-2016 02:27:31
Twitter Web Client,After Crooked @HillaryClinton allowed ISIS to rise she now claims she'll defeat them? LAUGHABLE! Here's my plan: https://t.co/FzRMObNQVn,10-20-2016 02:26:24
Twitter Web Client,What They Are Saying About @realDonaldTrump's GREAT Debate and @HillaryClinton's Bad Performance… https://t.co/1O86a49vJZ,10-20-2016 02:24:44
Twitter Web Client,"Her instincts are suboptimal."https://t.co/PRCHvRtPVA,10-20-2016 02:22:13
Twitter Web Client,I opposed going into Iraq. Hillary voted for it. As with everything else she's supported it was a DISASTER. https://t.co/Um5WJXWfBZ,10-20-2016 02:21:32
Twitter for iPhone,#BigLeagueTruth #DrainTheSwamp https://t.co/eoBiXFPc5f,10-20-2016 02:21:19
Twitter Web Client,Bernie Sanders on HRC: Bad Judgement. John Podesta on HRC: Bad Instincts. #BigLeagueTruth #Debate,10-20-2016 02:19:22
Twitter for iPhone,HILLARY FAILED ALL OVER THE WORLD. #BigLeagueTruth  ❌LIBYA❌SYRIA❌IRAN❌IRAQ❌ASIA PIVOT❌RUSSIAN RESET❌BENGHAZI… https://t.co/H1UH0svtt2,10-20-2016 02:16:25
Twitter for iPhone,Hillary says "take back Mosul?" We would have NEVER lost Mosul- if it wasn't for #CrookedHillary. #DrainTheSwamp https://t.co/TmsY0ApFLQ,10-20-2016 02:14:29
Twitter for iPhone,You should give the money back @HillaryClinton! #DrainTheSwamp https://t.co/m0LKHRUoHz,10-20-2016 02:11:33
Twitter Web Client,Crooked’s top aides were MIRED in massive conflicts of interests at the State Dept. We MUST #DrainTheSwamp https://t.co/a4p7q9jZde #Debate,10-20-2016 02:08:08
TweetDeck,LIVE FACT-CHECK: Trump's RIGHT. The Clinton Foundation has taken MILLIONS from the Middle East. #DrainTheSwamp https://t.co/Kgcaf5tdTM,10-20-2016 02:06:52
Twitter Web Client,Crooked @HillaryClinton's foundation is a CRIMINAL ENTERPRISE. Time to #DrainTheSwamp!  https://t.co/89eOMTsIjt #BigLeagueTruth #Debate,10-20-2016 02:02:53
Twitter Web Client,Moderator: “Respectfully you won’t answer the pay-to-play question.” #Debate #BigLeagueTruth,10-20-2016 02:02:15
Twitter Web Client,.@HillaryClinton loves to lie. America has had enough of the CLINTON'S! It is time to #DrainTheSwamp! Debates https://t.co/3Mz4T7qTTR,10-20-2016 01:59:07
Twitter Web Client,She'll say anything and change NOTHING! #MAGA #BigLeagueTruth https://t.co/6E767Uw6Dj,10-20-2016 01:58:34
Twitter for iPhone,I will do more in the first 30 days in office than Hillary has done in the last 30 years! #Debate  #BigLeagueTruth https://t.co/tuNQePu8Vk,10-20-2016 01:57:00
Twitter Web Client,Crooked's camp incited violence at my rallies. These incidents weren't "spontaneous" - like she claimed in Benghazi! https://t.co/aCzOgFIfZ2,10-20-2016 01:56:54
Twitter Web Client,#CrookedHillary is nothing more than a Wall Street PUPPET! #BigLeagueTruth #Debate https://t.co/skhBWG6AQ3,10-20-2016 01:56:01
Twitter for iPhone,Brought to you by @HillaryClinton &amp; her campaign- in Chicago Illinois. #BigLeagueTruth #DrainTheSwamp https://t.co/10iUBOcECp,10-20-2016 01:55:42
Twitter Web Client,.@realDonaldTrump will do more in the first 30 days in office than Hillary has done in the last 30 years! #Debate… https://t.co/GunaVggS0N,10-20-2016 01:53:57
Twitter Web Client,Our country is stagnant. We’ve lost jobs and business. We don’t make things anymore b/c of the bill Hillary’s husband signed and she blessed,10-20-2016 01:51:49
Twitter Web Client,Crooked Hillary has never created a job in her life. We will create 25 million jobs. Think she can do that? Not a c… https://t.co/64Kll0Dl7K,10-20-2016 01:51:15
Twitter for iPhone,.@HillaryClinton has been doing this for THIRTY YEARS....where has she been? #BigLeagueTruth,10-20-2016 01:50:20
Twitter for iPhone,#CrookedHillary gives Obama an “A” for an economic recovery that’s the slowest since WWII... #BigLeagueTruth… https://t.co/wVMFHdyCu2,10-20-2016 01:49:00
Twitter for iPhone,THE CHOICE IS CLEAR!#BigLeagueTruth #DrainTheSwamp https://t.co/kGx88PEpmX,10-20-2016 01:46:54
Twitter Web Client,I will renegotiate NAFTA. If I can’t make a great deal we’re going to tear it up. We’re going to get this economy running again. #Debate,10-20-2016 01:45:45
Twitter Web Client,#CrookedHillary's plan will add $1.15 TRILLION in new taxes. We cannot afford her! #DrainTheSwamp #Debate https://t.co/jpjKY1IiQh,10-20-2016 01:45:17
Twitter for iPhone,This is what we can expect from #CrookedHillary. More Taxes. More Spending. #BigLeageTruth #DrainTheSwamp #Debates https://t.co/5yxnt0gNUF,10-20-2016 01:44:36
Twitter Web Client,#BigLeagueTruth https://t.co/jhDLwFez3v,10-20-2016 01:44:31
Twitter Web Client,.@HillaryClinton's tax hikes will CRUSH our economy. I will cut taxes -- BIG LEAGUE. https://t.co/EtA1tBnrNG https://t.co/NgMDP4wilI,10-20-2016 01:42:53
Twitter for iPhone,.@HillaryClinton talking about jobs? Remember what she promised upstate New York. #BigLeagueTruth#Debates https://t.co/SmjNuHi7XB,10-20-2016 01:39:40
Twitter Web Client,.@HillaryClinton has been a foreign policy DISASTER for the American people. I will #MakeAmericaStrongAgain #Debate… https://t.co/tj6PWM5r1J,10-20-2016 01:39:29
Twitter Web Client,Moderator: Hillary plan calls for more regulation and more government spending. #Debate #BigLeagueTruth,10-20-2016 01:38:47
Twitter for iPhone,.@HillaryClinton- you have failed failed and failed. #BigLeagueTruthTime to #DrainTheSwamp! https://t.co/c2EiyU8XKK,10-20-2016 01:37:37
Twitter Web Client,Hillary has called for 550% more Syrian immigrants but won’t even mention “radical Islamic terrorists.” #Debate… https://t.co/Rf48XkZWbu,10-20-2016 01:34:49
Twitter for iPhone,Hey @POTUS - WE AGREE!#BigLeagueTruth #DrainTheSwamp https://t.co/WnofYy60fc,10-20-2016 01:32:46
